Set	Gene	RGR	R2adj	RMSE	DW_final	FW_final	effect	comment
3	AT5G08740	0.0060	0.9866	1.1871	0.0363	0.3424	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0047	0.9805	1.3940	0.0363	0.3424	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0051	0.9882	1.3320	0.0363	0.3424	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0050	0.9964	0.5660	0.0363	0.3424	Reduced growth at 17 °C, but not at 27 °C	
3	AT2G45290	0.0046	0.9600	2.7684	0.0628	0.6256	negative control	
3	AT2G45290	0.0054	0.9908	1.3171	0.0628	0.6256	negative control	
3	AT2G45290	0.0056	0.9731	2.4041	0.0628	0.6256	negative control	
3	AT2G45290	0.0047	0.9983	0.5371	0.0628	0.6256	negative control	
3	AT5G08740	0.0068	0.9865	1.4441	0.0406	0.4055	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0052	0.9938	1.0505	0.0406	0.4055	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0052	0.9835	1.3818	0.0406	0.4055	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0057	0.9361	3.1642	0.0406	0.4055	Reduced growth at 17 °C, but not at 27 °C	
3	WT	0.0052	0.9884	1.4193	0.0697	0.6657	na	
3	WT	0.0047	0.9730	2.5212	0.0697	0.6657	na	
3	WT	0.0056	0.9667	3.0233	0.0697	0.6657	na	
3	WT	0.0053	0.9885	1.7119	0.0697	0.6657	na	
3	AT1G09795	0.0060	0.9752	0.9787	0.0303	0.3045	negative control	
3	AT1G09795	0.0065	0.9702	1.8497	0.0303	0.3045	negative control	
3	AT1G09795	0.0053	0.9954	1.0429	0.0303	0.3045	negative control	
3	AT1G09795	0.0065	0.9383	2.2418	0.0303	0.3045	negative control	
3	AT2G36460	0.0048	0.9740	1.7470	0.0313	0.2917	negative control	
3	AT2G36460	0.0070	0.9549	2.3227	0.0313	0.2917	negative control	
3	AT2G36460	0.0057	0.9882	1.2167	0.0313	0.2917	negative control	
3	AT2G36460	0.0046	0.9602	1.9433	0.0313	0.2917	negative control	
3	AT1G09795	0.0051	0.9793	1.4434	0.0422	0.3939	negative control	
3	AT1G09795	0.0060	0.9664	2.2279	0.0422	0.3939	negative control	
3	AT1G09795	0.0056	0.9808	1.6025	0.0422	0.3939	negative control	
3	AT1G09795	0.0065	0.9579	2.7333	0.0422	0.3939	negative control	
3	AT5G08740	0.0061	0.9881	1.3494	0.0374	0.3641	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0069	0.9877	1.0648	0.0374	0.3641	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0035	0.8950	2.6369	0.0374	0.3641	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G08740	0.0055	0.9981	0.6523	0.0374	0.3641	Reduced growth at 17 °C, but not at 27 °C	
3	AT5G16570	NaN	NaN	NaN	0.0275	0.2495	negative control	rep 1 missing/ died. Rep 2 had another plant growing next to it
3	AT5G16570	0.0058	0.9772	1.3984	0.0275	0.2495	negative control	rep 1 missing/ died. Rep 2 had another plant growing next to it
3	AT5G16570	0.0046	0.9770	1.8195	0.0275	0.2495	negative control	rep 1 missing/ died. Rep 2 had another plant growing next to it
3	AT5G16570	0.0053	0.9796	1.4277	0.0275	0.2495	negative control	rep 1 missing/ died. Rep 2 had another plant growing next to it
3	AT1G22170	0.0054	0.9853	1.9093	0.0488	0.4726	negative control	
3	AT1G22170	0.0058	0.9806	1.9919	0.0488	0.4726	negative control	
3	AT1G22170	0.0045	0.9836	0.9811	0.0488	0.4726	negative control	
3	AT1G22170	0.0051	0.9727	2.1363	0.0488	0.4726	negative control	
3	AT5G16570	0.0051	0.9312	1.9008	0.0200	0.1880	negative control	rep 4 missing/ died, rep 3 had another plant underneath
3	AT5G16570	0.0047	0.9946	0.7437	0.0200	0.1880	negative control	rep 4 missing/ died, rep 3 had another plant underneath
3	AT5G16570	0.0050	0.9733	1.4050	0.0200	0.1880	negative control	rep 4 missing/ died, rep 3 had another plant underneath
3	AT5G16570	NaN	NaN	NaN	0.0200	0.1880	negative control	rep 4 missing/ died, rep 3 had another plant underneath
3	AT2G17630	0.0050	0.9556	1.5671	0.0392	0.3680	negative control	
3	AT2G17630	0.0058	0.9860	1.8311	0.0392	0.3680	negative control	
3	AT2G17630	0.0053	0.9714	2.1029	0.0392	0.3680	negative control	
3	AT2G17630	0.0048	0.9560	2.6613	0.0392	0.3680	negative control	
3	AT1G22170	0.0048	0.9933	0.9840	0.0474	0.4768	negative control	
3	AT1G22170	0.0045	0.9509	2.6736	0.0474	0.4768	negative control	
3	AT1G22170	0.0059	0.9846	1.7509	0.0474	0.4768	negative control	
3	AT1G22170	0.0049	0.9820	1.5806	0.0474	0.4768	negative control	
3	AT2G45290	0.0039	0.9171	2.9327	0.0513	0.5073	negative control	
3	AT2G45290	0.0063	0.9960	0.9282	0.0513	0.5073	negative control	
3	AT2G45290	0.0044	0.9453	2.9097	0.0513	0.5073	negative control	
3	AT2G45290	0.0060	0.9939	1.0820	0.0513	0.5073	negative control	
3	AT2G17630	0.0057	0.9933	1.0083	0.0475	0.4623	negative control	
3	AT2G17630	0.0054	0.9855	1.8862	0.0475	0.4623	negative control	
3	AT2G17630	0.0045	0.9774	1.9015	0.0475	0.4623	negative control	
3	AT2G17630	0.0048	0.9891	1.2833	0.0475	0.4623	negative control	
3	AT2G36460	0.0059	0.9828	1.8335	0.0481	0.4699	negative control	
3	AT2G36460	0.0043	0.9805	1.4045	0.0481	0.4699	negative control	
3	AT2G36460	0.0052	0.9874	1.2282	0.0481	0.4699	negative control	
3	AT2G36460	0.0051	0.9767	2.2006	0.0481	0.4699	negative control	
4	AT1G62960	0.0049	0.9866	1.0898	0.0282	0.2483	negative control	
4	AT1G62960	0.0061	0.9825	1.6233	0.0282	0.2483	negative control	
4	AT1G62960	0.0053	0.9729	1.6476	0.0282	0.2483	negative control	
4	AT1G62960	0.0046	0.9762	1.3718	0.0282	0.2483	negative control	
4	AT2G45290	0.0049	0.9754	1.9327	0.0159	0.1496	negative control	rep 2 and 3 died
4	AT2G45290	NaN	NaN	NaN	0.0159	0.1496	negative control	rep 2 and 3 died
4	AT2G45290	NaN	NaN	NaN	0.0159	0.1496	negative control	rep 2 and 3 died
4	AT2G45290	0.0059	0.9667	1.8277	0.0159	0.1496	negative control	rep 2 and 3 died
4	AT3G52930	0.0053	0.9793	1.3099	0.0396	0.3988	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0055	0.9579	2.4540	0.0396	0.3988	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0064	0.9465	3.4213	0.0396	0.3988	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0045	0.9757	1.8044	0.0396	0.3988	Reduced growth at 17 °C, but not at 27 °C	
4	WT	0.0048	0.9503	2.9485	0.0693	0.6396	na	
4	WT	0.0044	0.9465	3.0174	0.0693	0.6396	na	
4	WT	0.0039	0.9759	1.8860	0.0693	0.6396	na	
4	WT	0.0045	0.9664	2.6858	0.0693	0.6396	na	
4	AT2G45290	NaN	NaN	NaN	0.0259	0.2515	negative control	rep 1 died
4	AT2G45290	0.0056	0.9876	0.8519	0.0259	0.2515	negative control	rep 1 died
4	AT2G45290	0.0051	0.9712	2.1641	0.0259	0.2515	negative control	rep 1 died
4	AT2G45290	0.0051	0.9957	0.6451	0.0259	0.2515	negative control	rep 1 died
4	WT	0.0045	0.9506	2.6047	0.0477	0.4163	na	
4	WT	0.0041	0.9514	2.5313	0.0477	0.4163	na	
4	WT	0.0042	0.9601	1.9216	0.0477	0.4163	na	
4	WT	0.0043	0.9758	1.7272	0.0477	0.4163	na	
4	AT1G62960	0.0051	0.9738	1.5177	0.0280	0.2895	negative control	
4	AT1G62960	0.0063	0.9564	2.2355	0.0280	0.2895	negative control	
4	AT1G62960	0.0054	0.9223	2.9622	0.0280	0.2895	negative control	
4	AT1G62960	0.0061	0.9750	1.8471	0.0280	0.2895	negative control	
4	AT3G52930	0.0053	0.9763	1.2352	0.0066	0.0586	Reduced growth at 17 °C, but not at 27 °C	rep 3 died
4	AT3G52930	NaN	NaN	NaN	0.0066	0.0586	Reduced growth at 17 °C, but not at 27 °C	rep 3 died
4	AT3G52930	NaN	NaN	NaN	0.0066	0.0586	Reduced growth at 17 °C, but not at 27 °C	rep 3 died
4	AT3G52930	0.0039	0.9736	0.7224	0.0066	0.0586	Reduced growth at 17 °C, but not at 27 °C	rep 3 died
4	WT	0.0043	0.9662	2.1759	0.0453	0.3983	na	
4	WT	0.0049	0.9636	2.1868	0.0453	0.3983	na	
4	WT	0.0049	0.9679	1.8984	0.0453	0.3983	na	
4	WT	0.0050	0.9384	3.7259	0.0453	0.3983	na	
4	WT	0.0045	0.9629	2.5468	0.0623	0.5740	na	
4	WT	0.0049	0.9523	3.0760	0.0623	0.5740	na	
4	WT	0.0040	0.9837	1.4103	0.0623	0.5740	na	
4	WT	0.0049	0.9833	1.8123	0.0623	0.5740	na	
4	AT3G52930	0.0046	0.9836	1.1427	0.0327	0.3186	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0051	0.9526	2.7542	0.0327	0.3186	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0045	0.9262	1.7956	0.0327	0.3186	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0053	0.9941	0.7497	0.0327	0.3186	Reduced growth at 17 °C, but not at 27 °C	
4	AT1G62960	0.0063	0.9750	2.2840	0.0323	0.2929	negative control	
4	AT1G62960	0.0052	0.9772	1.5699	0.0323	0.2929	negative control	
4	AT1G62960	0.0057	0.9776	1.6099	0.0323	0.2929	negative control	
4	AT1G62960	0.0046	0.9912	0.8428	0.0323	0.2929	negative control	
4	AT1G62960	0.0046	0.9674	2.1612	0.0536	0.5486	negative control	
4	AT1G62960	0.0043	0.9719	1.7797	0.0536	0.5486	negative control	
4	AT1G62960	0.0050	0.9535	3.0745	0.0536	0.5486	negative control	
4	AT1G62960	0.0056	0.9663	2.7333	0.0536	0.5486	negative control	
4	AT2G45290	NaN	NaN	NaN	0.0264	0.2651	negative control	rep 1 small and purple, discarded.
4	AT2G45290	0.0045	0.9769	1.5424	0.0264	0.2651	negative control	rep 1 small and purple, discarded.
4	AT2G45290	0.0065	0.9591	2.4989	0.0264	0.2651	negative control	rep 1 small and purple, discarded.
4	AT2G45290	0.0060	0.9756	1.8703	0.0264	0.2651	negative control	rep 1 small and purple, discarded.
4	AT3G52930	0.0042	0.9794	1.1773	0.0200	0.1741	Reduced growth at 17 °C, but not at 27 °C	rep 4 small and purple, discarded.
4	AT3G52930	0.0059	0.9571	2.3839	0.0200	0.1741	Reduced growth at 17 °C, but not at 27 °C	rep 4 small and purple, discarded.
4	AT3G52930	0.0038	0.9596	1.4098	0.0200	0.1741	Reduced growth at 17 °C, but not at 27 °C	rep 4 small and purple, discarded.
4	AT3G52930	0.0038	0.8803	1.6163	0.0200	0.1741	Reduced growth at 17 °C, but not at 27 °C	rep 4 small and purple, discarded.
4	AT2G45290	0.0051	0.9778	2.0279	0.0132	0.1329	negative control	rep 2, 3 and 4 died
4	AT2G45290	NaN	NaN	NaN	0.0132	0.1329	negative control	rep 2, 3 and 4 died
4	AT2G45290	NaN	NaN	NaN	0.0132	0.1329	negative control	rep 2, 3 and 4 died
4	AT2G45290	NaN	NaN	NaN	0.0132	0.1329	negative control	rep 2, 3 and 4 died
4	WT	0.0053	0.9672	2.6756	0.0528	0.4615	na	
4	WT	0.0040	0.9675	1.7563	0.0528	0.4615	na	
4	WT	0.0048	0.9738	2.5056	0.0528	0.4615	na	
4	WT	0.0050	0.9551	2.2340	0.0528	0.4615	na	
4	AT3G52930	0.0054	0.9929	1.0702	0.0359	0.3219	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0056	0.9654	2.3259	0.0359	0.3219	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0053	0.9806	1.3966	0.0359	0.3219	Reduced growth at 17 °C, but not at 27 °C	
4	AT3G52930	0.0062	0.9832	1.8708	0.0359	0.3219	Reduced growth at 17 °C, but not at 27 °C	
4	AT2G45290	0.0051	0.9835	1.8689	0.0387	0.3790	negative control	rep 4 small and purple, discarded.
4	AT2G45290	0.0054	0.9764	2.5203	0.0387	0.3790	negative control	rep 4 small and purple, discarded.
4	AT2G45290	0.0048	0.9876	1.3000	0.0387	0.3790	negative control	rep 4 small and purple, discarded.
4	AT2G45290	0.0061	0.9446	1.5659	0.0387	0.3790	negative control	rep 4 small and purple, discarded.
4	AT3G52930	0.0053	0.9557	3.1547	0.0306	0.2866	Reduced growth at 17 °C, but not at 27 °C	rep 2 died. Extra rep at position 3, extra rep discarded.
4	AT3G52930	NaN	NaN	NaN	0.0306	0.2866	Reduced growth at 17 °C, but not at 27 °C	rep 2 died. Extra rep at position 3, extra rep discarded.
4	AT3G52930	0.0047	0.9601	1.9482	0.0306	0.2866	Reduced growth at 17 °C, but not at 27 °C	rep 2 died. Extra rep at position 3, extra rep discarded.
4	AT3G52930	0.0045	0.9626	1.7244	0.0306	0.2866	Reduced growth at 17 °C, but not at 27 °C	rep 2 died. Extra rep at position 3, extra rep discarded.
4	AT1G62960	0.0050	0.9868	0.9870	0.0226	0.2279	negative control	
4	AT1G62960	0.0047	0.9785	1.0891	0.0226	0.2279	negative control	
4	AT1G62960	0.0057	0.9653	2.0145	0.0226	0.2279	negative control	
4	AT1G62960	0.0045	0.9918	0.5893	0.0226	0.2279	negative control	
4	WT	0.0052	0.9824	1.3656	0.0373	0.3465	na	
4	WT	0.0051	0.9705	1.9001	0.0373	0.3465	na	
4	WT	0.0050	0.9758	1.6943	0.0373	0.3465	na	
4	WT	0.0048	0.9743	1.6665	0.0373	0.3465	na	
4	AT2G45290	0.0068	0.9751	0.9392	0.0263	0.2500	negative control	rep 1 small, only 4 leaf stage, discarded.
4	AT2G45290	0.0061	0.9777	1.9039	0.0263	0.2500	negative control	rep 1 small, only 4 leaf stage, discarded.
4	AT2G45290	0.0046	0.9853	1.2002	0.0263	0.2500	negative control	rep 1 small, only 4 leaf stage, discarded.
4	AT2G45290	0.0068	0.9511	2.6750	0.0263	0.2500	negative control	rep 1 small, only 4 leaf stage, discarded.
4	AT1G62960	0.0049	0.9903	1.1993	0.0399	0.3767	negative control	
4	AT1G62960	0.0048	0.9933	0.6825	0.0399	0.3767	negative control	
4	AT1G62960	0.0049	0.9960	0.7890	0.0399	0.3767	negative control	
4	AT1G62960	0.0054	0.9810	1.7704	0.0399	0.3767	negative control	
